"duration_sec","consent","state","dv_pre_state_conf","dv_pre_national_conf","trust_federal","trust_state","accuracy_2016","accuracy_2020","birthyear","gender","gender_text","parent","msg_time","intro_time","dv_post_state_conf","dv_post_national_conf","seceffect","attentioncheck","voting_impt","vote_2020","vote_who_2020","vote_who_2020_text","edu","party","party_text","libcon","race","race_text","income","political_party","treatment_group","dummy_treat","attention_pass","gender_female","parent_yes","race_hispanic","edu_4college","edu_hs","race_white","race_black","race_asian","age","income_clean","income_num","treatment_group_num","dv_state_treatment_diff","dv_national_treatment_diff","always_believer","never_believer"
226,"YES","West Virgina",10,9,"3","3","Yes","Yes","1995","Male","","No",16.535,11.284,9,9,"1","Red,Green","1","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","3","Handcount",1,1,"0","0","0","0","1","1","0","0",26,"$50,000-$74,999","6",4,-1,0,"1","0"
462,"YES","Ohio",5,6,"3","3","No","No","1995","Male","","Yes",14.9,26.964,5,5,"3","Red,Green","4","Yes, I voted","Joe Biden","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","9","Bipartisan",1,1,"0","1","0","0","0","1","0","0",26,"$40,000-$49,999","5",2,0,-1,"0","1"
768,"YES","Pennsylvania",7,6,"3","3","Yes","Yes","2000","Trans/Non-Binary","","No",12.592,16.473,7,6,"4","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate Liberal","Latino or Hispanic","","$50,000-$74,999","2","RL_percentage",1,1,"0","0","1","0","1","0","0","0",21,"$50,000-$74,999","6",7,0,0,"1","0"
475,"YES","Maryland",8,8,"4","4","Yes","Yes","1984","Male","","Yes",11.699,72.165,8,9,"4","Red,Green","4","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","2","Soup",1,1,"0","1","0","0","0","1","0","0",37,"$50,000-$74,999","6",8,0,1,"1","0"
1456,"YES","New York",5,7,"3","3","Yes","Yes","1962","Female","","Yes",41.117,1242.026,7,7,"3","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic),Native American or Aleut","","Less than $10,000","2","Soup",1,1,"1","1","0","0","0","1","0","0",59,"$0-$10,000","1",8,2,0,"1","0"
281,"YES","Michigan",10,10,"2","3","Yes","Yes","1969","Male","","Yes",14.534,NA,10,10,"1","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","4","Control",0,1,"0","1","0","0","0","1","0","0",52,"$100,000-$149,999","8",3,0,0,"1","0"
242,"YES","Ohio",10,10,"5","5","Yes","Yes","1967","Female","","No",29.834,18.057,10,10,"5","Red,Green","5","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","1","Loser",1,1,"1","0","0","0","0","1","0","0",54,"$50,000-$74,999","6",6,0,0,"1","0"
163,"YES","Minnesotta",7,4,"3","4","Yes","No","2001","Male","","No",11.054,12.868,9,9,"4","Red,Green","5","Yes, I voted","Other","Andrew Yang","Some college, but no degree","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","Less than $10,000","3","Bipartisan",1,1,"0","0","0","0","0","1","0","0",20,"$0-$10,000","1",2,2,5,"0","0"
233,"YES","New Jersey",10,10,"5","5","Yes","Yes","2001","Female","","Yes",15.467,18.14,10,10,"5","Red,Green","1","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Strong Liberal","Black or African American (non-Hispanic)","","$20,000-$29,999","1","Bipartisan",1,1,"1","1","0","0","1","0","1","0",20,"$20,000-$29,999","3",2,0,0,"1","0"
108,"YES","New Hampshir",1,1,"1","1","No","No","1959","Male","","No",9.572,NA,1,1,"1","Green","","","","","","","","","","","","4","Control",0,0,"0","0","0","0","0","0","0","0",62,NA,NA,3,0,0,"0","1"
195,"YES","New York",10,9,"4","5","Yes","Yes","1959","Female","","Yes",17.953,24.604,10,9,"5","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","1","RL_percentage",1,1,"1","1","0","0","0","1","0","0",62,"$75,000-$99,999","7",7,0,0,"1","0"
507,"YES","Florida",9,2,"2","4","Yes","No","1970","Female","","No",21.384,43.746,8,2,"3","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Strong Conservative","Caucasian/White (non-Hispanic)","","$10,000-$19,999","5","Soup",1,1,"1","0","0","0","0","1","0","0",51,"$10,000-$19,999","2",8,-1,0,"0","0"
131,"YES","Pennsylvania",10,10,"3","3","Yes","Yes","1999","Male","","No",7.572,9.333,10,10,"4","Red,Green","5","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$10,000-$19,999","1","Soup",1,1,"0","0","0","0","0","1","0","0",22,"$10,000-$19,999","2",8,0,0,"1","0"
130,"YES","Indiana",3,2,"2","1","No","No","1989","Male","","Yes",13.048,NA,2,2,"1","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","9","Control",0,1,"0","1","0","0","0","1","0","0",32,"$50,000-$74,999","6",3,-1,0,"0","1"
212,"YES","New York",6,6,"1","1","Yes","No","1966","Male","","Yes",15.39,10.855,7,7,"2","Blue","","","","","","","","","","","","10","Handcount",1,0,"0","1","0","0","0","0","0","0",55,NA,NA,4,1,1,"0","0"
274,"YES","Mississippi",6,4,"2","4","No","No","1964","Male","","Yes",12.632,20.343,7,6,"4","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Bipartisan",1,1,"0","1","0","0","0","1","0","0",57,"$50,000-$74,999","6",2,1,2,"0","1"
194,"YES","Connecticut",8,8,"2","2","Yes","No","1980","Female","","Yes",24.135,20.891,9,9,"5","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Handcount",1,1,"1","1","0","0","0","1","0","0",41,"$50,000-$74,999","6",4,1,1,"0","0"
120,"YES","New York",7,8,"1","1","No","Yes","1994","Male","","No",14.018,15.628,4,7,"4","Red","","","","","","","","","","","","8","Local",1,0,"0","0","0","0","0","0","0","0",27,NA,NA,5,-3,-1,"0","0"
318,"YES","New Jersey",5,5,"3","3","No","Yes","1990","Female","","No",13.628,NA,5,5,"3","Red,Green","3","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Haven't thought much about it","Black or African American (non-Hispanic)","","Less than $10,000","2","Control",0,1,"1","0","0","0","1","0","1","0",31,"$0-$10,000","1",3,0,0,"0","0"
929,"YES","Texas",10,10,"3","3","Yes","Yes","1984","Female","","Yes",14.501,28.582,10,10,"3","Black","","","","","","","","","","","","4","Local",1,0,"1","1","0","0","0","0","0","0",37,NA,NA,5,0,0,"1","0"
234,"YES","Pennsylvania",10,10,"2","2","Yes","Yes","1993","Female","","Yes",16.774,26.024,10,10,"2","Red,Green","5","No, I did not vote for reasons outside of my control","","","4-year college degree","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$40,000-$49,999","3","Handcount",1,1,"1","1","0","0","0","1","0","0",28,"$40,000-$49,999","5",4,0,0,"1","0"
240,"YES","Wisconsin",5,5,"3","3","No","No","1990","Female","","Yes",10.898,NA,5,6,"3","Red,Green","3","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","10","Control",0,1,"1","1","0","0","0","1","0","0",31,"$100,000-$149,999","8",3,0,1,"0","1"
176,"YES","Minnesotta",8,9,"4","4","Yes","Yes","1995","Female","","No",11.847,10.665,8,9,"2","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","1","Loser",1,1,"1","0","0","0","0","1","0","0",26,"$50,000-$74,999","6",6,0,0,"1","0"
114,"YES","North Carolina",10,10,"5","5","Yes","Yes","1965","Female","","Yes",19.175,11.201,7,10,"5","Black,Red,Green","","","","","","","","","","","","1","RL_percentage",1,0,"1","1","0","0","0","0","0","0",56,NA,NA,7,-3,0,"1","0"
240,"YES","Idaho",9,9,"4","4","Yes","No","1988","Female","","Yes",11.571,36.368,8,7,"4","Red,Green","4","No, I did not vote for reasons outside of my control","","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","10","RL_percentage",1,1,"1","1","0","0","0","1","0","0",33,"$75,000-$99,999","7",7,-1,-2,"0","0"
156,"YES","Texas",7,7,"4","3","Yes","Yes","1999","Female","","Yes",11.193,15.986,7,10,"4","Red,Green","4","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Haven't thought much about it","Latino or Hispanic","","$20,000-$29,999","1","Local",1,1,"1","1","1","0","0","0","0","0",22,"$20,000-$29,999","3",5,0,3,"1","0"
223,"YES","New Hampshir",10,10,"5","4","Yes","Yes","1979","Male","","Yes",12.217,13.25,4,8,"4","White","","","","","","","","","","","","10","Bipartisan",1,0,"0","1","0","0","0","0","0","0",42,NA,NA,2,-6,-2,"1","0"
311,"YES","Louisiana",3,3,"4","4","Yes","Yes","1961","Male","","No",14.999,49.51,3,3,"2","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","4","Handcount",1,1,"0","0","0","0","0","1","0","0",60,"$75,000-$99,999","7",4,0,0,"1","0"
182,"YES","Ohio",5,4,"3","3","Yes","No","1977","Female","","Yes",11.212,11.202,5,5,"4","Pink","","","","","","","","","","","","9","Local",1,0,"1","1","0","0","0","0","0","0",44,NA,NA,5,0,1,"0","0"
214,"YES","Ohio",5,3,"2","2","Yes","No","1970","Female","","Yes",12.481,18.75,4,2,"2","Red,Green","4","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","10","Bipartisan",1,1,"1","1","0","0","0","1","0","0",51,"$40,000-$49,999","5",2,-1,-1,"0","0"
165,"YES","Pennsylvania",9,8,"1","1","Yes","Yes","1970","Female","","No",11.972,17.236,9,9,"3","Red,Green","5","Yes, I voted","Jo Jorgensen","","2-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","4","RL_percentage",1,1,"1","0","0","0","0","1","0","0",51,"$50,000-$74,999","6",7,0,1,"1","0"
170,"YES","New Jersey",8,8,"2","2","Yes","Yes","1998","Female","","No",11.071,17.981,8,8,"1","Red,Green","4","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","3","Loser",1,1,"1","0","0","0","1","1","0","0",23,"$50,000-$74,999","6",6,0,0,"1","0"
187,"YES","Indiana",6,6,"2","1","No","No","1982","Female","","Yes",22.71,NA,6,4,"2","Red,Green","1","Yes, I voted","Donald Trump","","2-year college degree","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$30,000-$39,999","9","Control",0,1,"1","1","0","0","0","1","0","0",39,"$30,000-$39,999","4",3,0,-2,"0","1"
234,"YES","Rhode Island",10,10,"4","4","Yes","No","1962","Female","","Yes",32.245,19.53,2,3,"2","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","4","Soup",1,1,"1","1","0","0","0","1","0","0",59,"$75,000-$99,999","7",8,-8,-7,"0","0"
103,"YES","Louisiana",10,10,"5","5","No","Yes","1996","Transgender Female","","No",10.79,15.443,10,10,"5","Green","","","","","","","","","","","","9","Loser",1,0,"1","0","0","0","0","0","0","0",25,NA,NA,6,0,0,"0","0"
206,"YES","Pennsylvania",10,10,"4","4","Yes","Yes","1956","Male","","No",15.727,24.2,10,10,"1","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$20,000-$29,999","1","Handcount",1,1,"0","0","0","0","0","1","0","0",65,"$20,000-$29,999","3",4,0,0,"1","0"
446,"YES","Iowa",4,6,"2","4","Yes","Yes","1986","Female","","Yes",5.939,31.727,8,7,"5","Red,Green","5","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate","Caucasian/White (non-Hispanic)","","Less than $10,000","9","Soup",1,1,"1","1","0","0","1","1","0","0",35,"$0-$10,000","1",8,4,1,"1","0"
227,"YES","South Carolina",7,9,"3","4","Yes","Yes","1968","Male","","Yes",13.195,12.154,9,10,"4","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Strong Liberal","Black or African American (non-Hispanic)","","$30,000-$39,999","1","Local",1,1,"0","1","0","0","0","0","1","0",53,"$30,000-$39,999","4",5,2,1,"1","0"
121,"YES","Tennessee",8,7,"3","3","No","No","2001","Female","","No",11.587,13.215,8,7,"3","Blue","","","","","","","","","","","","1","Loser",1,0,"1","0","0","0","0","0","0","0",20,NA,NA,6,0,0,"0","1"
271,"YES","Florida",8,9,"2","2","Yes","No","1962","Female","","No",18.377,51.158,7,8,"4","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$20,000-$29,999","10","Soup",1,1,"1","0","0","0","0","1","0","0",59,"$20,000-$29,999","3",8,-1,-1,"0","0"
469,"YES","Florida",6,7,"4","4","Yes","Yes","1988","Female","","No",12.444,47.573,3,2,"1","Red,Green","2","No, I did not vote because I chose not to","","","Some college, but no degree","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$40,000-$49,999","4","Local",1,1,"1","0","0","0","0","1","0","0",33,"$40,000-$49,999","5",5,-3,-5,"1","0"
2292,"YES","North Carolina",9,9,"5","5","Yes","Yes","1971","Male","","No",12.576,60.486,9,9,"5","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Conservative","Latino or Hispanic","","$20,000-$29,999","1","Bipartisan",1,1,"0","0","1","0","0","0","0","0",50,"$20,000-$29,999","3",2,0,0,"1","0"
254,"YES","New York",10,10,"5","5","Yes","Yes","1981","Male","","Yes",17.08,12.674,10,10,"5","White","","","","","","","","","","","","5","Handcount",1,0,"0","1","0","0","0","0","0","0",40,NA,NA,4,0,0,"1","0"
160,"YES","Washington",3,7,"2","3","Yes","Yes","1957","Female","","Yes",10.051,NA,5,5,"","Blue","","","","","","","","","","","","7","Control",0,0,"1","1","0","0","0","0","0","0",64,NA,NA,3,2,-2,"1","0"
287,"YES","North Carolina",1,1,"1","1","Yes","No","1968","Female","","Yes",11.462,20.627,1,1,"1","Red,Green","1","Yes, I voted","Jo Jorgensen","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Strong Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","4","Loser",1,1,"1","1","0","0","0","1","0","0",53,"$100,000-$149,999","8",6,0,0,"0","0"
1685,"YES","Tennessee",5,8,"5","4","Yes","No","1990","Female","","No",12.744,18.21,7,7,"4","Red,Green","3","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","10","Local",1,1,"1","0","0","0","1","1","0","0",31,"$75,000-$99,999","7",5,2,-1,"0","0"
129,"YES","Pennsylvania",8,8,"2","4","Yes","Yes","1977","Male","","Yes",11.228,16.422,8,9,"4","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","2","RL_percentage",1,1,"0","1","0","0","0","1","0","0",44,"$100,000-$149,999","8",7,0,1,"1","0"
488,"YES","North Dakota",4,1,"1","2","No","No","1979","Male","","Yes",11.008,12.627,4,1,"1","Red,Green","4","Yes, I voted","Jo Jorgensen","","2-year college degree","Other Party","Libertarian/min-archist","Moderate","Latino or Hispanic","","$75,000-$99,999","8","Bipartisan",1,1,"0","1","1","0","0","0","0","0",42,"$75,000-$99,999","7",2,0,0,"0","1"
128,"YES","Missouri",7,6,"3","4","No","No","1992","Male","","No",11.026,15.753,7,7,"4","Red,Green","2","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","3","Bipartisan",1,1,"0","0","0","0","1","1","0","0",29,"$40,000-$49,999","5",2,0,1,"0","1"
192,"YES","Pennsylvania",9,9,"3","3","No","No","1956","Male","","Yes",15.596,25.002,8,8,"3","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","9","Handcount",1,1,"0","1","0","0","0","1","0","0",65,"$50,000-$74,999","6",4,-1,-1,"0","1"
431,"YES","Georgia",7,8,"","4","No","Yes","1988","Male","","No",12.032,12.732,6,6,"3","Red,Green","4","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Independent","","Haven't thought much about it","Black or African American (non-Hispanic)","","Less than $10,000","3","Handcount",1,1,"0","0","0","0","1","0","1","0",33,"$0-$10,000","1",4,-1,-2,"0","0"
180,"YES","Pennsylvania",10,10,"4","4","Yes","Yes","1958","Male","","Yes",6.453,37.683,9,8,"4","Blue","","","","","","","","","","","","1","Soup",1,0,"0","1","0","0","0","0","0","0",63,NA,NA,8,-1,-2,"1","0"
416,"YES","Pennsylvania",10,10,"3","4","Yes","Yes","1979","Female","","Yes",27.657,19.336,10,10,"3","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","1","RL_percentage",1,1,"1","1","0","0","0","1","0","0",42,"$75,000-$99,999","7",7,0,0,"1","0"
133,"YES","Georgia",1,1,"1","2","Yes","No","1993","Female","","No",6.212,12.653,4,4,"1","Red,Green","4","No, I did not vote because I chose not to","","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","5","Soup",1,1,"1","0","0","0","0","1","0","0",28,"$50,000-$74,999","6",8,3,3,"0","0"
322,"YES","Texas",10,10,"3","3","Yes","Yes","1973","Male","","No",42.043,29.265,10,10,"5","Red,Green","5","No, I did not vote for reasons outside of my control","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$20,000-$29,999","4","Handcount",1,1,"0","0","0","0","1","1","0","0",48,"$20,000-$29,999","3",4,0,0,"1","0"
166,"YES","Washington",7,3,"1","2","No","No","1991","Female","","No",18.978,32.802,8,3,"4","Green","","","","","","","","","","","","3","RL_percentage",1,0,"1","0","0","0","0","0","0","0",30,NA,NA,7,1,0,"0","1"
997,"YES","Texas",9,7,"","","Yes","No","1991","Female","","No",9.639,NA,9,6,"4","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic),Latino or Hispanic","","$150,000 or more","10","Control",0,1,"1","0","1","0","0","1","0","0",30,"$150,000","9",3,0,-1,"0","0"
151,"YES","Illinois",3,4,"2","1","No","No","1972","Male","","No",17.826,25.249,4,3,"2","Red,Green","4","No, I did not vote because I chose not to","","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$30,000-$39,999","10","Loser",1,1,"0","0","0","0","0","1","0","0",49,"$30,000-$39,999","4",6,1,-1,"0","1"
